layer0_normalized_mse,layer1_normalized_mse,layer2_normalized_mse,layer3_normalized_mse,layer4_normalized_mse,layer5_normalized_mse,layer6_normalized_mse,layer7_normalized_mse,narrowband_start_index,sample_id
0.3535752594470978,0.786827564239502,0.8036227822303772,0.8506136536598206,0.8602114915847778,0.8384020328521729,0.9020515084266663,0.9051746129989624,7,unseen_speaker_unseen_utterance_unseen_channel:snr=5:jsr=-10:f=0.5:r=1
0.18892589211463928,0.7653511166572571,0.7067092061042786,0.8146726489067078,0.8586602210998535,0.8109675049781799,0.9061189293861389,0.8266613483428955,16,seen_utterance_unseen_channel:snr=5:jsr=-10:f=0.5:r=2
0.49209925532341003,0.9068672060966492,0.7665273547172546,0.9281300902366638,0.9615107774734497,1.0013781785964966,0.8629578351974487,0.8803164958953857,8,same_speaker_unseen_utterance_unseen_channel:snr=5:jsr=-10:f=0.5:r=2
0.3987220823764801,0.675540030002594,0.7947946190834045,0.8323347568511963,0.8456805348396301,0.9197685122489929,0.9036909937858582,0.9014388918876648,16,unseen_speaker_unseen_utterance_unseen_channel:snr=5:jsr=-10:f=0.5:r=2
0.6490818858146667,0.950103759765625,0.9449874758720398,1.006040096282959,0.938154399394989,0.8175103664398193,0.8645121455192566,0.9937402009963989,2,seen_utterance_unseen_channel:snr=5:jsr=-10:f=0.5:r=3
0.2880381941795349,0.7120203375816345,0.7628220319747925,0.8277980089187622,0.8086491823196411,0.9097806811332703,0.9420119524002075,0.9401441812515259,30,same_speaker_unseen_utterance_unseen_channel:snr=5:jsr=-10:f=0.5:r=3
0.515759289264679,0.8103611469268799,0.7899622321128845,0.9123852252960205,0.8958922624588013,0.908100426197052,0.9506610631942749,0.9317156672477722,25,unseen_speaker_unseen_utterance_unseen_channel:snr=5:jsr=-10:f=0.5:r=3
0.4345126152038574,0.943901002407074,0.9125908613204956,0.9444181323051453,0.8464797735214233,0.9518709182739258,0.8675900101661682,0.9481828808784485,23,seen_utterance_unseen_channel:snr=5:jsr=-10:f=0.5:r=4
0.2360025942325592,0.749895453453064,0.8169360756874084,0.79414963722229,0.8553792238235474,0.8551350831985474,0.848239541053772,0.9384396076202393,0,same_speaker_unseen_utterance_unseen_channel:snr=5:jsr=-10:f=0.5:r=4
0.404572457075119,0.5809352993965149,0.7936645746231079,0.8402837514877319,0.8234550356864929,0.8667189478874207,0.8863991498947144,0.905348002910614,18,unseen_speaker_unseen_utterance_unseen_channel:snr=5:jsr=-10:f=0.5:r=4
0.3593142628669739,0.8279985785484314,0.8358199000358582,0.9183657169342041,0.8910548090934753,0.8170214891433716,0.9109951257705688,0.8733687996864319,21,seen_utterance_unseen_channel:snr=5:jsr=-10:f=0.5:r=5
0.4071815609931946,0.8376897573471069,0.7497760057449341,0.835354208946228,0.8399706482887268,0.8465604782104492,0.848311185836792,0.9373339414596558,16,same_speaker_unseen_utterance_unseen_channel:snr=5:jsr=-10:f=0.5:r=5
0.3411853611469269,0.7689405083656311,0.8280034065246582,0.8140956163406372,0.8186970949172974,0.9059666395187378,0.8888161182403564,0.8846558332443237,9,unseen_speaker_unseen_utterance_unseen_channel:snr=5:jsr=-10:f=0.5:r=5
0.5393455624580383,0.7596307396888733,0.7495261430740356,0.7931523323059082,0.9597766399383545,0.9801449775695801,0.9112614393234253,0.9551541805267334,4,seen_utterance_unseen_channel:snr=5:jsr=-10:f=0.5:r=6
0.28416189551353455,0.4304508566856384,0.9297220706939697,0.991972029209137,0.9264838099479675,0.9201139211654663,0.936164140701294,0.9189303517341614,6,same_speaker_unseen_utterance_unseen_channel:snr=5:jsr=-10:f=0.5:r=6
