comparison,delta_equalized_symbol_nmse,delta_post_eq_sinr_empirical_db,delta_si_sdr_db,delta_stft_ratio,delta_summed_latent_nmse,delta_waveform_snr_db,nominal_snr_db,realization,utterance_index
A_to_B,17.746030688285828,-17.58630132675171,-1.6569480895996094,0.2750303942751675,0.11795273423194885,-0.6188466548919678,5.0,1,44
A_to_B,1.1276890933513641,-6.495434522628784,-2.186092793941498,0.16645477475934833,0.03486180305480957,-0.9771716594696045,5.0,0,45
A_to_B,0.17766857147216797,-1.9653642177581787,-0.8220201730728149,0.1033575239544875,0.027247771620750427,-0.3093538284301758,5.0,1,45
A_to_B,0.6918874382972717,-4.928285673260689,-2.233545035123825,0.32415543147462333,0.13377745449543,-0.9135661125183105,5.0,0,46
A_to_B,0.49225443601608276,-4.0717504024505615,-0.11440670490264893,0.18860163116095596,0.03150591254234314,-0.018740177154541016,5.0,1,46
A_to_B,0.09903806447982788,-1.1836166381835938,-3.900485038757324,0.04639995575736533,0.012744128704071045,-0.6652967669069767,5.0,0,47
A_to_B,2.2424488961696625,-9.002828598022461,-3.9261860847473145,0.18508349473211494,0.0707809329032898,-0.7945065945386887,5.0,1,47
A_to_B,0.8367787003517151,-5.711208343505859,-8.815016031265259,0.48960034764141525,0.05526193976402283,-3.129149377346039,5.0,0,48
A_to_B,2.3883698284626007,-9.352764129638672,-0.6216210126876831,-0.009253341239056967,0.002507910132408142,0.4605308771133423,5.0,1,48
A_to_B,6.36995792388916,-13.188130378723145,-13.672595977783203,0.5712339074977622,0.12138399481773376,-3.8178953528404236,5.0,0,49
A_to_B,0.24974700808525085,-2.408466339111328,-1.8756031841039658,0.08025906883986256,0.0242098867893219,-1.1954643726348877,5.0,1,49
A_to_B,0.25118544697761536,-2.6263318061828613,-1.81512451171875,0.04420619155561023,0.022073864936828613,-0.2800505757331848,5.0,0,50
A_to_B,0.2420189380645752,-2.419142246246338,-0.29503440856933594,0.1123888267015778,0.026815325021743774,-0.06658172607421875,5.0,1,50
A_to_B,0.43889832496643066,-3.832923650741577,-0.10399147868156433,0.06755691280182008,-0.015986382961273193,-0.42661333084106445,5.0,0,51
A_to_B,0.564635306596756,-4.490819752216339,-1.9969139099121094,0.11110402856403745,0.011150598526000977,-1.2439298629760742,5.0,1,51
A_to_B,2.500933974981308,-9.412770748138428,-2.295599937438965,0.2173309133543606,0.09198176860809326,-0.6554005146026611,5.0,0,52
A_to_B,2.727872759103775,-9.83034086227417,-5.579231262207031,0.7153878570252983,0.40541529655456543,-0.6514096856117249,5.0,1,52
A_to_B,3.570381909608841,-10.952098846435547,-13.693798542022705,1.5912681538232967,0.16189444065093994,-6.622979998588562,5.0,0,53
A_to_B,0.6356338262557983,-4.8366934806108475,-3.963824152946472,0.7003717568797985,0.1309794783592224,-2.6319737434387207,5.0,1,53
A_to_B,0.9923645853996277,-6.1718374490737915,-10.429766416549683,0.2506701438066028,0.08170051872730255,-2.644470691680908,5.0,0,54
A_to_B,0.345420777797699,-3.2769440412521362,-2.0444202423095703,0.312524484968022,0.208889439702034,-0.37907660007476807,5.0,1,54
A_to_B,1.3206034302711487,-7.112318515777588,-1.9157427549362183,0.21333365340709842,0.0833580493927002,-0.8200141191482544,5.0,0,55
